LECROYHDO9204-MSöv,30454,Histogram
Segments,1,SegmentSize,1000
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2009 06:43:21,0                 
Time,Ampl
-2.96e-08,0
-2.95e-08,0
-2.94e-08,0
-2.93e-08,0
-2.92e-08,0
-2.91e-08,0
-2.9e-08,0
-2.89e-08,0
-2.88e-08,0
-2.87e-08,0
-2.86e-08,0
-2.85e-08,0
-2.84e-08,0
-2.83e-08,0
-2.82e-08,0
-2.81e-08,0
-2.8e-08,0
-2.79e-08,0
-2.78e-08,0
-2.77e-08,0
-2.76e-08,0
-2.75e-08,0
-2.74e-08,0
-2.73e-08,0
-2.72e-08,0
-2.71e-08,0
-2.7e-08,0
-2.69e-08,0
-2.68e-08,0
-2.67e-08,0
-2.66e-08,0
-2.65e-08,0
-2.64e-08,0
-2.63e-08,0
-2.62e-08,0
-2.61e-08,0
-2.6e-08,0
-2.59e-08,0
-2.58e-08,0
-2.57e-08,0
-2.56e-08,0
-2.55e-08,0
-2.54e-08,0
-2.53e-08,0
-2.52e-08,0
-2.51e-08,0
-2.5e-08,0
-2.49e-08,0
-2.48e-08,0
-2.47e-08,0
-2.46e-08,0
-2.45e-08,0
-2.44e-08,0
-2.43e-08,0
-2.42e-08,0
-2.41e-08,0
-2.4e-08,0
-2.39e-08,0
-2.38e-08,0
-2.37e-08,0
-2.36e-08,0
-2.35e-08,0
-2.34e-08,0
-2.33e-08,0
-2.32e-08,0
-2.31e-08,0
-2.3e-08,0
-2.29e-08,0
-2.28e-08,0
-2.27e-08,0
-2.26e-08,0
-2.25e-08,0
-2.24e-08,0
-2.23e-08,0
-2.22e-08,0
-2.21e-08,0
-2.2e-08,0
-2.19e-08,0
-2.18e-08,0
-2.17e-08,0
-2.16e-08,0
-2.15e-08,0
-2.14e-08,0
-2.13e-08,0
-2.12e-08,0
-2.11e-08,0
-2.1e-08,0
-2.09e-08,0
-2.08e-08,0
-2.07e-08,0
-2.06e-08,0
-2.05e-08,0
-2.04e-08,0
-2.03e-08,0
-2.02e-08,0
-2.01e-08,0
-2e-08,0
-1.99e-08,0
-1.98e-08,0
-1.97e-08,0
-1.96e-08,0
-1.95e-08,0
-1.94e-08,0
-1.93e-08,0
-1.92e-08,0
-1.91e-08,0
-1.9e-08,0
-1.89e-08,0
-1.88e-08,0
-1.87e-08,0
-1.86e-08,0
-1.85e-08,0
-1.84e-08,0
-1.83e-08,0
-1.82e-08,0
-1.81e-08,0
-1.8e-08,0
-1.79e-08,0
-1.78e-08,0
-1.77e-08,0
-1.76e-08,0
-1.75e-08,0
-1.74e-08,0
-1.73e-08,0
-1.72e-08,0
-1.71e-08,0
-1.7e-08,0
-1.69e-08,0
-1.68e-08,0
-1.67e-08,0
-1.66e-08,0
-1.65e-08,0
-1.64e-08,0
-1.63e-08,0
-1.62e-08,0
-1.61e-08,0
-1.6e-08,0
-1.59e-08,0
-1.58e-08,0
-1.57e-08,0
-1.56e-08,0
-1.55e-08,0
-1.54e-08,0
-1.53e-08,0
-1.52e-08,0
-1.51e-08,0
-1.5e-08,0
-1.49e-08,0
-1.48e-08,0
-1.47e-08,0
-1.46e-08,0
-1.45e-08,0
-1.44e-08,0
-1.43e-08,0
-1.42e-08,0
-1.41e-08,0
-1.4e-08,0
-1.39e-08,0
-1.38e-08,0
-1.37e-08,0
-1.36e-08,0
-1.35e-08,0
-1.34e-08,0
-1.33e-08,0
-1.32e-08,0
-1.31e-08,0
-1.3e-08,0
-1.29e-08,0
-1.28e-08,0
-1.27e-08,0
-1.26e-08,0
-1.25e-08,0
-1.24e-08,0
-1.23e-08,0
-1.22e-08,0
-1.21e-08,0
-1.2e-08,0
-1.19e-08,0
-1.18e-08,0
-1.17e-08,0
-1.16e-08,0
-1.15e-08,0
-1.14e-08,0
-1.13e-08,0
-1.12e-08,0
-1.11e-08,0
-1.1e-08,0
-1.09e-08,0
-1.08e-08,0
-1.07e-08,0
-1.06e-08,0
-1.05e-08,0
-1.04e-08,0
-1.03e-08,0
-1.02e-08,0
-1.01e-08,0
-1e-08,0
-9.9e-09,0
-9.8e-09,0
-9.7e-09,0
-9.6e-09,0
-9.5e-09,0
-9.4e-09,0
-9.3e-09,0
-9.2e-09,0
-9.1e-09,0
-9e-09,0
-8.9e-09,0
-8.8e-09,0
-8.7e-09,0
-8.6e-09,0
-8.5e-09,0
-8.4e-09,0
-8.3e-09,0
-8.2e-09,0
-8.1e-09,0
-8e-09,0
-7.9e-09,0
-7.8e-09,0
-7.7e-09,0
-7.6e-09,0
-7.5e-09,0
-7.4e-09,0
-7.3e-09,0
-7.2e-09,0
-7.1e-09,0
-7e-09,0
-6.9e-09,0
-6.8e-09,0
-6.7e-09,0
-6.6e-09,0
-6.5e-09,0
-6.4e-09,0
-6.3e-09,0
-6.2e-09,0
-6.1e-09,0
-6e-09,0
-5.9e-09,0
-5.8e-09,0
-5.7e-09,0
-5.6e-09,0
-5.5e-09,0
-5.4e-09,0
-5.3e-09,0
-5.2e-09,0
-5.1e-09,0
-5e-09,0
-4.9e-09,0
-4.8e-09,0
-4.7e-09,0
-4.6e-09,0
-4.5e-09,0
-4.4e-09,0
-4.3e-09,0
-4.2e-09,0
-4.1e-09,0
-4e-09,0
-3.9e-09,0
-3.8e-09,0
-3.7e-09,0
-3.6e-09,0
-3.5e-09,0
-3.4e-09,0
-3.3e-09,0
-3.2e-09,0
-3.1e-09,0
-3e-09,0
-2.9e-09,0
-2.8e-09,0
-2.7e-09,0
-2.6e-09,0
-2.5e-09,0
-2.4e-09,0
-2.3e-09,0
-2.2e-09,0
-2.1e-09,0
-2e-09,0
-1.9e-09,0
-1.8e-09,0
-1.7e-09,0
-1.6e-09,0
-1.5e-09,0
-1.4e-09,0
-1.3e-09,0
-1.2e-09,0
-1.1e-09,0
-1e-09,0
-9e-10,3
-8e-10,10
-7e-10,16
-6e-10,25
-5e-10,39
-4e-10,52
-3e-10,65
-2e-10,67
-1e-10,64
8.093e-23,68
1e-10,34
2e-10,26
3e-10,20
4e-10,10
5e-10,5
6e-10,1
7e-10,0
8e-10,0
9e-10,1
1e-09,1
1.1e-09,0
1.2e-09,0
1.3e-09,1
1.4e-09,2
1.5e-09,1
1.6e-09,1
1.7e-09,0
1.8e-09,0
1.9e-09,0
2e-09,1
2.1e-09,0
2.2e-09,0
2.3e-09,0
2.4e-09,1
2.5e-09,1
2.6e-09,0
2.7e-09,1
2.8e-09,8
2.9e-09,21
3e-09,30
3.1e-09,46
3.2e-09,85
3.3e-09,117
3.4e-09,152
3.5e-09,150
3.6e-09,153
3.7e-09,123
3.8e-09,113
3.9e-09,65
4e-09,43
4.1e-09,34
4.2e-09,20
4.3e-09,20
4.4e-09,18
4.5e-09,21
4.6e-09,18
4.7e-09,17
4.8e-09,17
4.9e-09,20
5e-09,10
5.1e-09,13
5.2e-09,13
5.3e-09,18
5.4e-09,19
5.5e-09,6
5.6e-09,11
5.7e-09,9
5.8e-09,20
5.9e-09,7
6e-09,9
6.1e-09,12
6.2e-09,9
6.3e-09,10
6.4e-09,14
6.5e-09,23
6.6e-09,26
6.7e-09,44
6.8e-09,68
6.9e-09,114
7e-09,151
7.1e-09,168
7.2e-09,206
7.3e-09,161
7.4e-09,129
7.5e-09,111
7.6e-09,86
7.7e-09,65
7.8e-09,62
7.9e-09,50
8e-09,43
8.1e-09,43
8.2e-09,60
