LECROYHDO9204-MSöv,30454,Histogram
Segments,1,SegmentSize,1000
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2009 07:15:56,0                 
Time,Ampl
-6.76e-09,0
-6.74e-09,0
-6.72e-09,0
-6.7e-09,0
-6.68e-09,0
-6.66e-09,0
-6.64e-09,0
-6.62e-09,0
-6.6e-09,0
-6.58e-09,0
-6.56e-09,0
-6.54e-09,0
-6.52e-09,0
-6.5e-09,0
-6.48e-09,0
-6.46e-09,0
-6.44e-09,0
-6.42e-09,0
-6.4e-09,0
-6.38e-09,0
-6.36e-09,0
-6.34e-09,0
-6.32e-09,0
-6.3e-09,0
-6.28e-09,0
-6.26e-09,0
-6.24e-09,0
-6.22e-09,0
-6.2e-09,0
-6.18e-09,0
-6.16e-09,0
-6.14e-09,0
-6.12e-09,0
-6.1e-09,0
-6.08e-09,0
-6.06e-09,0
-6.04e-09,0
-6.02e-09,0
-6e-09,0
-5.98e-09,0
-5.96e-09,0
-5.94e-09,0
-5.92e-09,0
-5.9e-09,0
-5.88e-09,0
-5.86e-09,0
-5.84e-09,0
-5.82e-09,0
-5.8e-09,0
-5.78e-09,0
-5.76e-09,0
-5.74e-09,0
-5.72e-09,0
-5.7e-09,0
-5.68e-09,0
-5.66e-09,0
-5.64e-09,0
-5.62e-09,0
-5.6e-09,0
-5.58e-09,0
-5.56e-09,0
-5.54e-09,0
-5.52e-09,0
-5.5e-09,0
-5.48e-09,0
-5.46e-09,0
-5.44e-09,0
-5.42e-09,0
-5.4e-09,0
-5.38e-09,0
-5.36e-09,0
-5.34e-09,0
-5.32e-09,0
-5.3e-09,0
-5.28e-09,0
-5.26e-09,0
-5.24e-09,0
-5.22e-09,0
-5.2e-09,0
-5.18e-09,0
-5.16e-09,0
-5.14e-09,0
-5.12e-09,0
-5.1e-09,0
-5.08e-09,0
-5.06e-09,0
-5.04e-09,0
-5.02e-09,0
-5e-09,0
-4.98e-09,0
-4.96e-09,0
-4.94e-09,0
-4.92e-09,0
-4.9e-09,0
-4.88e-09,0
-4.86e-09,0
-4.84e-09,0
-4.82e-09,0
-4.8e-09,0
-4.78e-09,0
-4.76e-09,0
-4.74e-09,0
-4.72e-09,0
-4.7e-09,0
-4.68e-09,0
-4.66e-09,0
-4.64e-09,0
-4.62e-09,0
-4.6e-09,0
-4.58e-09,0
-4.56e-09,0
-4.54e-09,0
-4.52e-09,0
-4.5e-09,0
-4.48e-09,0
-4.46e-09,0
-4.44e-09,0
-4.42e-09,0
-4.4e-09,0
-4.38e-09,0
-4.36e-09,0
-4.34e-09,0
-4.32e-09,0
-4.3e-09,0
-4.28e-09,0
-4.26e-09,0
-4.24e-09,0
-4.22e-09,0
-4.2e-09,0
-4.18e-09,0
-4.16e-09,0
-4.14e-09,0
-4.12e-09,0
-4.1e-09,0
-4.08e-09,0
-4.06e-09,0
-4.04e-09,0
-4.02e-09,0
-4e-09,0
-3.98e-09,0
-3.96e-09,0
-3.94e-09,0
-3.92e-09,0
-3.9e-09,0
-3.88e-09,0
-3.86e-09,0
-3.84e-09,0
-3.82e-09,0
-3.8e-09,0
-3.78e-09,0
-3.76e-09,0
-3.74e-09,0
-3.72e-09,0
-3.7e-09,0
-3.68e-09,0
-3.66e-09,0
-3.64e-09,0
-3.62e-09,0
-3.6e-09,0
-3.58e-09,0
-3.56e-09,0
-3.54e-09,0
-3.52e-09,0
-3.5e-09,0
-3.48e-09,0
-3.46e-09,0
-3.44e-09,0
-3.42e-09,0
-3.4e-09,0
-3.38e-09,0
-3.36e-09,0
-3.34e-09,0
-3.32e-09,0
-3.3e-09,0
-3.28e-09,0
-3.26e-09,0
-3.24e-09,0
-3.22e-09,0
-3.2e-09,0
-3.18e-09,0
-3.16e-09,0
-3.14e-09,0
-3.12e-09,0
-3.1e-09,0
-3.08e-09,0
-3.06e-09,0
-3.04e-09,0
-3.02e-09,0
-3e-09,0
-2.98e-09,1
-2.96e-09,1
-2.94e-09,1
-2.92e-09,4
-2.9e-09,1
-2.88e-09,1
-2.86e-09,2
-2.84e-09,3
-2.82e-09,4
-2.8e-09,6
-2.78e-09,7
-2.76e-09,8
-2.74e-09,4
-2.72e-09,10
-2.7e-09,17
-2.68e-09,19
