LECROYHDO9204-MSöv,30454,Histogram
Segments,1,SegmentSize,1000
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2009 07:17:56,0                 
Time,Ampl
-1.62e-08,0
-1.615e-08,0
-1.61e-08,0
-1.605e-08,0
-1.6e-08,0
-1.595e-08,0
-1.59e-08,0
-1.585e-08,0
-1.58e-08,0
-1.575e-08,0
-1.57e-08,0
-1.565e-08,0
-1.56e-08,0
-1.555e-08,0
-1.55e-08,0
-1.545e-08,0
-1.54e-08,0
-1.535e-08,0
-1.53e-08,0
-1.525e-08,0
-1.52e-08,0
-1.515e-08,0
-1.51e-08,0
-1.505e-08,0
-1.5e-08,0
-1.495e-08,0
-1.49e-08,0
-1.485e-08,0
-1.48e-08,0
-1.475e-08,0
-1.47e-08,0
-1.465e-08,0
-1.46e-08,0
-1.455e-08,0
-1.45e-08,0
-1.445e-08,0
-1.44e-08,0
-1.435e-08,0
-1.43e-08,0
-1.425e-08,0
-1.42e-08,0
-1.415e-08,0
-1.41e-08,0
-1.405e-08,0
-1.4e-08,0
-1.395e-08,0
-1.39e-08,0
-1.385e-08,0
-1.38e-08,0
-1.375e-08,0
-1.37e-08,0
-1.365e-08,0
-1.36e-08,0
-1.355e-08,0
-1.35e-08,0
-1.345e-08,0
-1.34e-08,0
-1.335e-08,0
-1.33e-08,0
-1.325e-08,0
-1.32e-08,0
-1.315e-08,0
-1.31e-08,0
-1.305e-08,0
-1.3e-08,0
-1.295e-08,0
-1.29e-08,0
-1.285e-08,0
-1.28e-08,0
-1.275e-08,0
-1.27e-08,0
-1.265e-08,0
-1.26e-08,0
-1.255e-08,0
-1.25e-08,0
-1.245e-08,0
-1.24e-08,0
-1.235e-08,0
-1.23e-08,0
-1.225e-08,0
-1.22e-08,0
-1.215e-08,0
-1.21e-08,0
-1.205e-08,0
-1.2e-08,0
-1.195e-08,0
-1.19e-08,0
-1.185e-08,0
-1.18e-08,0
-1.175e-08,0
-1.17e-08,0
-1.165e-08,0
-1.16e-08,0
-1.155e-08,0
-1.15e-08,0
-1.145e-08,0
-1.14e-08,0
-1.135e-08,0
-1.13e-08,0
-1.125e-08,0
-1.12e-08,0
-1.115e-08,0
-1.11e-08,0
-1.105e-08,0
-1.1e-08,0
-1.095e-08,0
-1.09e-08,0
-1.085e-08,0
-1.08e-08,0
-1.075e-08,0
-1.07e-08,0
-1.065e-08,0
-1.06e-08,0
-1.055e-08,0
-1.05e-08,0
-1.045e-08,0
-1.04e-08,0
-1.035e-08,0
-1.03e-08,0
-1.025e-08,0
-1.02e-08,0
-1.015e-08,0
-1.01e-08,0
-1.005e-08,0
-1e-08,0
-9.95e-09,0
-9.9e-09,0
-9.85e-09,0
-9.8e-09,0
-9.75e-09,0
-9.7e-09,0
-9.65e-09,0
-9.6e-09,0
-9.55e-09,0
-9.5e-09,0
-9.45e-09,0
-9.4e-09,0
-9.35e-09,0
-9.3e-09,0
-9.25e-09,0
-9.2e-09,0
-9.15e-09,0
-9.1e-09,0
-9.05e-09,0
-9e-09,0
-8.95e-09,0
-8.9e-09,0
-8.85e-09,0
-8.8e-09,0
-8.75e-09,0
-8.7e-09,0
-8.65e-09,0
-8.6e-09,0
-8.55e-09,0
-8.5e-09,0
-8.45e-09,0
-8.4e-09,0
-8.35e-09,0
-8.3e-09,0
-8.25e-09,0
-8.2e-09,0
-8.15e-09,0
-8.1e-09,0
-8.05e-09,0
-8e-09,0
-7.95e-09,0
-7.9e-09,0
-7.85e-09,0
-7.8e-09,0
-7.75e-09,0
-7.7e-09,0
-7.65e-09,0
-7.6e-09,0
-7.55e-09,0
-7.5e-09,0
-7.45e-09,0
-7.4e-09,0
-7.35e-09,0
-7.3e-09,0
-7.25e-09,0
-7.2e-09,0
-7.15e-09,0
-7.1e-09,0
-7.05e-09,0
-7e-09,0
-6.95e-09,0
-6.9e-09,0
-6.85e-09,0
-6.8e-09,0
-6.75e-09,0
-6.7e-09,0
-6.65e-09,0
-6.6e-09,0
-6.55e-09,0
-6.5e-09,0
-6.45e-09,0
-6.4e-09,0
-6.35e-09,0
-6.3e-09,0
